Id,MSZoning,LotArea,YrSold,SalePrice
872,RL,8750,2010,200500.0
873,RL,8892,2008,116000.0
874,RL,12144,2009,133000.0
875,RM,5720,2009,66500.0
876,FV,9000,2007,303477.0
877,RL,25286,2007,132250.0
878,RL,8834,2009,350000.0
879,RL,11782,2010,148000.0
880,RL,7000,2009,136500.0
881,RL,7024,2007,157000.0
882,RL,13758,2007,187500.0
883,RL,9636,2009,178000.0
884,RL,6204,2006,118500.0
885,RL,7150,2009,100000.0
886,FV,5119,2008,328900.0
887,RL,8393,2006,145000.0
888,RL,16466,2008,135500.0
889,RL,15865,2007,268000.0
890,RL,12160,2009,149500.0
891,RL,8064,2007,122900.0
892,RL,11184,2009,172500.0
893,RL,8414,2006,154500.0
894,RL,13284,2008,165000.0
895,RL,7018,2009,118858.0
896,RL,7056,2008,140000.0
897,RM,8765,2006,106500.0
898,RL,7018,2009,142953.0
899,RL,12919,2010,611657.0
900,RL,6993,2006,135000.0
901,RL,7340,2007,110000.0
902,RL,8712,2009,153000.0
903,RL,7875,2006,180000.0
904,RL,14859,2006,240000.0
905,RL,6173,2007,125500.0
906,RL,9920,2010,128000.0
907,RL,13501,2007,255000.0
908,RL,11500,2006,250000.0
909,RL,8885,2006,131000.0
910,RL,12589,2009,174000.0
911,RL,11600,2010,154300.0
912,RL,9286,2009,143500.0
913,RM,6120,2006,88000.0
914,RH,6270,2007,145000.0
915,FV,3000,2009,173733.0
916,RM,2001,2007,75000.0
917,C (all),9000,2006,35311.0
918,RL,17140,2009,135000.0
919,RL,13125,2007,238000.0
920,RL,11029,2008,176500.0
921,RL,8462,2007,201000.0
922,RL,8777,2008,145900.0
923,RL,10237,2006,169990.0
924,RL,8012,2008,193000.0
925,RL,10240,2006,207500.0
926,RL,15611,2008,175000.0
927,RL,11999,2007,285000.0
928,RL,9900,2008,176000.0
929,RL,11838,2009,236500.0
930,RL,13006,2006,222000.0
931,RL,8925,2009,201000.0
932,RL,9100,2009,117500.0
933,RL,11670,2007,320000.0
934,RL,8487,2009,190000.0
935,RL,27650,2008,242000.0
936,RL,5825,2006,79900.0
937,RL,10083,2009,184900.0
938,RL,9675,2009,253000.0
939,RL,8760,2006,239799.0
940,RL,24090,2010,244400.0
941,RL,12640,2006,150900.0
942,RL,8755,2009,214000.0
943,RL,7711,2007,150000.0
944,RL,25000,2007,143000.0
945,RL,14375,2009,137500.0
946,RM,8820,2009,124900.0
947,RL,8163,2006,143000.0
948,RL,14536,2007,270000.0
949,RL,14006,2006,192500.0
950,RL,9360,2010,197500.0
951,RL,7200,2007,129000.0
952,RH,7800,2006,119900.0
953,RL,7200,2009,133900.0
954,RL,11075,2008,172000.0
955,RL,9400,2006,127500.0
956,RH,7136,2007,145000.0
957,RM,1300,2009,124000.0
958,RL,7420,2007,132000.0
959,RL,8450,2007,185000.0
960,FV,2572,2010,155000.0
961,RL,7207,2010,116500.0
962,RL,12227,2008,272000.0
963,RL,2308,2007,155000.0
964,RL,11923,2009,239000.0
965,RL,11316,2010,214900.0
966,RL,10237,2007,178900.0
967,RL,9600,2009,160000.0
968,RL,7390,2008,135000.0
969,RM,5925,2009,37900.0
970,RL,10382,2006,140000.0
971,RL,10800,2006,135000.0
972,RL,2268,2009,173000.0
973,RL,7892,2010,99500.0
974,FV,11639,2008,182000.0
975,RL,11414,2009,167500.0
976,FV,2651,2006,165000.0
977,RL,5900,2006,85500.0
978,FV,4274,2007,199900.0
979,RL,9450,2007,110000.0
980,RL,8816,2009,139000.0
981,RL,12122,2008,178400.0
982,RL,12203,2009,336000.0
983,RL,3182,2008,159895.0
984,RL,11250,2008,255900.0
985,RL,10125,2009,126000.0
986,RL,10880,2008,125000.0
987,RM,5310,2006,117000.0
988,RL,10159,2010,395192.0
989,RL,12046,2007,195000.0
990,FV,8125,2006,197000.0
991,RL,9452,2006,348000.0
992,RM,17671,2009,168000.0
993,RL,9760,2007,187000.0
994,RL,8846,2006,173900.0
995,RL,12456,2009,337500.0
996,RL,4712,2006,121600.0
997,RL,10659,2006,136500.0
998,RL,11717,2009,185000.0
999,RM,9786,2006,91000.0
1000,RL,6762,2010,206000.0
1001,RL,10206,2009,82000.0
1002,RL,5400,2007,86000.0
1003,RL,11957,2008,232000.0
1004,RL,11500,2007,136905.0
1005,RL,3182,2009,181000.0
1006,RL,8385,2008,149900.0
1007,RL,12155,2007,163500.0
1008,RM,2217,2009,88000.0
1009,RL,12118,2009,240000.0
1010,RL,6000,2006,102000.0
1011,RL,21286,2008,135000.0
1012,RL,9825,2010,100000.0
1013,RL,10592,2007,165000.0
1014,RM,7200,2009,85000.0
1015,RL,11664,2007,119200.0
1016,RL,8400,2009,227000.0
1017,RL,11883,2009,203000.0
1018,RL,5814,2009,187500.0
1019,RL,10784,2007,160000.0
1020,RL,3013,2006,213490.0
1021,RL,7024,2008,176000.0
1022,RL,7406,2006,194000.0
1023,RM,9439,2007,87000.0
1024,RL,3182,2008,191000.0
1025,RL,15498,2008,287000.0
1026,RL,7700,2007,112500.0
1027,RL,9300,2010,167500.0
1028,RL,9520,2008,293077.0
1029,RL,9492,2007,105000.0
1030,RM,1680,2006,118000.0
1031,RH,7082,2006,160000.0
1032,RL,15863,2009,197000.0
1033,RL,14541,2006,310000.0
1034,RL,8125,2006,230000.0
1035,RL,6305,2007,119750.0
1036,RL,11500,2009,84000.0
1037,RL,12898,2009,315500.0
1038,RL,9240,2008,287000.0
1039,RM,1533,2009,97000.0
1040,RM,1477,2009,80000.0
1041,RL,13125,2006,155000.0
1042,RL,9130,2008,173000.0
1043,RL,5381,2009,196000.0
1044,RL,11839,2008,262280.0
1045,RL,9600,2009,278000.0
1046,RL,13680,2009,139600.0
1047,RL,16056,2006,556581.0
1048,RL,9245,2008,145000.0
1049,RL,21750,2009,115000.0
1050,RL,11100,2010,84900.0
1051,RL,8993,2007,176485.0
1052,RL,11175,2007,200141.0
1053,RL,9500,2007,165000.0
1054,RL,8562,2010,144500.0
1055,RL,11367,2006,255000.0
1056,RL,11361,2008,180000.0
1057,RL,7052,2006,185850.0
1058,RL,29959,2009,248000.0
1059,RL,11308,2009,335000.0
1060,RL,11275,2007,220000.0
1061,RL,4920,2010,213500.0
1062,C (all),18000,2008,81000.0
1063,RM,13600,2007,90000.0
1064,RM,6000,2006,110500.0
1065,RL,11000,2009,154000.0
1066,RL,14000,2010,328000.0
1067,RL,7837,2009,178000.0
1068,RL,9760,2008,167900.0
1069,RM,3964,2006,151400.0
1070,RL,9600,2007,135000.0
1071,RL,10152,2007,135000.0
1072,RL,11700,2009,154000.0
1073,RL,7585,2006,91500.0
1074,RL,7950,2009,159500.0
1075,RL,8556,2007,194000.0
1076,RL,13125,2007,219500.0
1077,RL,10800,2006,170000.0
1078,RL,15870,2006,138800.0
1079,RM,4435,2006,155900.0
1080,RL,8775,2007,126000.0
1081,RL,11040,2008,145000.0
1082,RL,7500,2010,133000.0
1083,RL,8749,2007,192000.0
1084,RL,8800,2006,160000.0
1085,RL,13031,2006,187500.0
1086,RL,9069,2010,147000.0
1087,RM,1974,2010,83500.0
1088,FV,10574,2009,252000.0
1089,RM,2522,2006,137500.0
1090,FV,3316,2006,197000.0
1091,RL,8544,2009,92900.0
1092,FV,2160,2008,160000.0
1093,RL,8400,2008,136500.0
1094,RL,9230,2006,146000.0
1095,RL,5868,2010,129000.0
1096,RL,9317,2007,176432.0
1097,RM,6882,2007,127000.0
1098,RL,3696,2007,170000.0
1099,RM,6000,2009,128000.0
1100,RL,11880,2009,157000.0
1101,RL,8400,2009,60000.0
1102,RL,9758,2007,119500.0
1103,RL,7000,2007,135000.0
1104,RL,8910,2006,159500.0
1105,RM,2016,2007,106000.0
1106,RL,12256,2010,325000.0
1107,RL,10357,2007,179900.0
1108,RL,23257,2006,274725.0
1109,RL,8063,2007,181000.0
1110,RL,11362,2009,280000.0
1111,RL,8000,2008,188000.0
1112,RL,10480,2008,205000.0
1113,RL,7100,2006,129900.0
1114,RL,8923,2007,134500.0
1115,RL,5400,2006,117000.0
1116,RL,12085,2007,318000.0
1117,RL,7750,2009,184100.0
1118,RL,9764,2008,130000.0
1119,RL,13825,2008,140000.0
1120,RL,7560,2006,133700.0
1121,RM,8263,2007,118400.0
1122,RL,10084,2006,212900.0
1123,RL,8926,2009,112000.0
1124,RL,9405,2009,118000.0
1125,RL,9125,2007,163900.0
1126,RL,10434,2009,115000.0
1127,RL,3684,2009,174000.0
1128,RL,14572,2007,259000.0
1129,RL,11796,2007,215000.0
1130,RM,7200,2007,140000.0
1131,RL,7804,2009,135000.0
1132,RL,10712,2007,93500.0
1133,RM,9900,2007,117500.0
1134,RL,9828,2009,239500.0
1135,RL,8773,2007,169000.0
1136,RM,6180,2007,102000.0
1137,RL,9600,2008,119000.0
1138,RL,6342,2010,94000.0
1139,RL,9819,2009,196000.0
1140,RL,8731,2007,144000.0
1141,RL,7350,2008,139000.0
1142,RL,10304,2009,197500.0
1143,RL,9965,2007,424870.0
1144,RL,9000,2008,80000.0
1145,RL,12180,2010,80000.0
1146,RM,6240,2006,149000.0
1147,RL,11200,2006,180000.0
1148,RL,12000,2009,174500.0
1149,RM,5700,2008,116900.0
1150,RM,9000,2009,143000.0
1151,RL,8280,2007,124000.0
1152,RL,17755,2006,149900.0
1153,RL,14115,2006,230000.0
1154,RM,5890,2008,120500.0
1155,RL,13700,2008,201800.0
1156,RL,10768,2007,218000.0
1157,RL,9350,2008,179900.0
1158,RL,5001,2009,230000.0
1159,RL,11932,2008,235128.0
1160,RL,9120,2008,185000.0
1161,RL,2280,2010,146000.0
1162,RL,14778,2008,224000.0
1163,RL,8724,2007,129000.0
1164,RL,12900,2008,108959.0
1165,RL,16157,2007,194000.0
1166,RL,9541,2009,233170.0
1167,RL,10475,2010,245350.0
1168,RL,10852,2006,173000.0
1169,RL,13728,2008,235000.0
1170,RL,35760,2006,625000.0
1171,RL,9880,2008,171000.0
1172,RL,9120,2008,163000.0
1173,FV,4017,2008,171900.0
1174,RL,18030,2007,200500.0
1175,RL,16560,2006,239000.0
1176,RL,10678,2007,285000.0
1177,RL,6951,2008,119500.0
1178,RM,3950,2009,115000.0
1179,RL,7681,2009,154900.0
1180,RL,8335,2006,93000.0
1181,RL,11170,2006,250000.0
1182,RM,5587,2008,392500.0
1183,RL,15623,2007,745000.0
1184,RL,10800,2006,120000.0
1185,RL,35133,2007,186700.0
1186,RL,9738,2006,104900.0
1187,RL,10615,2009,95000.0
1188,RL,12461,2006,262000.0
1189,RL,8935,2009,195000.0
1190,RL,7500,2010,189000.0
1191,RL,32463,2007,168000.0
1192,FV,2645,2007,174000.0
1193,RM,9600,2007,125000.0
1194,RM,4500,2009,165000.0
1195,RL,9364,2010,158000.0
1196,RL,8029,2008,176000.0
1197,RL,14054,2006,219210.0
1198,RM,8850,2006,144000.0
1199,RL,9100,2009,178000.0
1200,RL,11235,2006,148000.0
1201,RL,9353,2006,116050.0
1202,RL,10400,2009,197900.0
1203,RM,6000,2009,117000.0
1204,RL,9750,2009,213000.0
1205,RL,10140,2006,153500.0
1206,RL,14684,2009,271900.0
1207,RH,8900,2006,107000.0
1208,RL,9135,2006,200000.0
1209,RL,7763,2008,140000.0
1210,RL,10182,2006,290000.0
1211,RL,11218,2010,189000.0
1212,RL,12134,2010,164000.0
1213,RL,9340,2009,113000.0
1214,RL,10246,2006,145000.0
1215,RL,10205,2006,134500.0
1216,RL,7094,2007,125000.0
1217,RM,8930,2010,112000.0
1218,FV,8640,2009,229456.0
1219,RM,6240,2006,80500.0
1220,RM,1680,2006,91500.0
1221,RL,7800,2006,115000.0
1222,RL,8250,2008,134000.0
1223,RL,10496,2007,143000.0
1224,RL,10680,2006,137900.0
1225,RL,15384,2008,184000.0
1226,RL,10482,2007,145000.0
1227,RL,14598,2008,214000.0
1228,RL,8872,2008,147000.0
1229,RL,8769,2008,367294.0
1230,RL,7910,2008,127000.0
1231,RL,18890,2007,190000.0
1232,RL,7728,2006,132500.0
1233,RL,9842,2007,101800.0
1234,RL,12160,2010,142000.0
1235,RH,8525,2008,130000.0
1236,RL,13132,2006,138887.0
1237,RL,2628,2010,175500.0
1238,RL,12393,2006,195000.0
1239,RL,13072,2006,142500.0
1240,RL,9037,2007,265900.0
1241,RL,8158,2008,224900.0
1242,RL,9849,2007,248328.0
1243,RL,10625,2010,170000.0
1244,RL,13891,2006,465000.0
1245,RL,11435,2006,230000.0
1246,RL,12090,2007,178000.0
1247,FV,8125,2006,186500.0
1248,RL,12328,2010,169900.0
1249,RM,9600,2008,129500.0
1250,RL,7200,2007,119000.0
1251,RL,11160,2010,244000.0
1252,RL,3136,2006,171750.0
1253,RL,9858,2009,130000.0
1254,RL,17542,2007,294000.0
1255,RL,6931,2008,165400.0
1256,RM,6240,2007,127500.0
1257,RL,14303,2008,301500.0
1258,RL,4060,2009,99900.0
1259,RL,9587,2008,190000.0
1260,RL,9750,2008,151000.0
1261,RL,24682,2009,181000.0
1262,RL,9600,2009,128900.0
1263,RL,11250,2009,161500.0
1264,RL,13515,2007,180500.0
1265,RH,4060,2008,181000.0
1266,FV,3735,2006,183900.0
1267,RM,10120,2007,122000.0
1268,RL,13214,2010,378500.0
1269,RL,14100,2008,381000.0
1270,RL,11344,2007,144000.0
1271,RL,23595,2010,260000.0
1272,RL,9156,2009,185750.0
1273,RL,13526,2006,137000.0
1274,RL,11512,2008,177000.0
1275,RL,5362,2007,139000.0
1276,RL,11345,2007,137000.0
1277,RL,12936,2009,162000.0
1278,RL,17871,2009,197900.0
1279,RL,9473,2008,237000.0
1280,C (all),7500,2010,68400.0
1281,RL,9808,2009,227000.0
1282,RL,8049,2006,180000.0
1283,RL,8800,2009,150500.0
1284,RL,9400,2010,139000.0
1285,RL,9638,2010,169000.0
1286,RM,6000,2009,132500.0
1287,RL,9790,2010,143000.0
1288,RL,36500,2006,190000.0
1289,RL,5664,2009,278000.0
1290,RL,11065,2006,281000.0
1291,RL,14112,2010,180500.0
1292,RM,1680,2009,119500.0
1293,RM,6600,2009,107500.0
1294,RL,10140,2006,162900.0
1295,RL,8172,2006,115000.0
1296,RL,8400,2006,138500.0
1297,RL,8700,2008,155000.0
1298,RM,3675,2006,140000.0
1299,RL,63887,2008,160000.0
1300,RL,7500,2010,154000.0
1301,RL,10762,2009,225000.0
1302,RL,7500,2009,177500.0
1303,RL,10120,2006,290000.0
1304,RL,8688,2006,232000.0
1305,RM,3363,2006,130000.0
1306,RL,13173,2009,325000.0
1307,RL,6955,2006,202500.0
1308,RL,8072,2009,138000.0
1309,RM,12000,2008,147000.0
1310,RL,7153,2008,179200.0
1311,RL,17500,2010,335000.0
1312,RL,8814,2007,203000.0
1313,RL,9572,2007,302000.0
1314,RL,14774,2010,333168.0
1315,RL,8190,2007,119000.0
1316,RL,11075,2008,206900.0
1317,RL,10226,2009,295493.0
1318,FV,4230,2007,208900.0
1319,RL,14781,2006,275000.0
1320,RL,10215,2007,111000.0
1321,RL,8400,2009,156500.0
1322,RL,6627,2008,72500.0
1323,RL,10186,2010,190000.0
1324,RL,5330,2009,82500.0
1325,RL,9986,2007,147000.0
1326,RM,3636,2008,55000.0
1327,RH,4270,2007,79000.0
1328,RL,6600,2008,130500.0
1329,RM,10440,2008,256000.0
1330,RL,9084,2006,176500.0
1331,RL,10000,2007,227000.0
1332,RL,10780,2006,132500.0
1333,RL,8877,2009,100000.0
1334,RM,7200,2006,125500.0
1335,RM,2368,2009,125000.0
1336,RL,9650,2009,167900.0
1337,RL,9246,2008,135000.0
1338,RM,4118,2006,52500.0
1339,RL,13450,2006,200000.0
1340,RL,9560,2006,128500.0
1341,RL,8294,2007,123000.0
1342,RL,13695,2008,155000.0
1343,RL,9375,2007,228500.0
1344,RL,7558,2009,177000.0
1345,RL,11103,2007,155835.0
1346,RM,6000,2007,108500.0
1347,RL,20781,2006,262500.0
1348,RL,15306,2007,283463.0
1349,RL,16196,2007,215000.0
1350,RM,5250,2008,122000.0
1351,RL,11643,2009,200000.0
1352,RL,9247,2008,171000.0
1353,RM,6000,2009,134900.0
1354,RL,14720,2010,410000.0
1355,RL,10316,2008,235000.0
1356,RL,10192,2006,170000.0
1357,RL,9477,2008,110000.0
1358,RL,12537,2010,149900.0
1359,FV,2117,2010,177500.0
1360,RL,16737,2006,315000.0
1361,RL,9842,2008,189000.0
1362,RL,16158,2009,260000.0
1363,RL,12513,2009,104900.0
1364,RL,8499,2007,156932.0
1365,FV,3180,2006,144152.0
1366,FV,7500,2010,216000.0
1367,RL,9179,2008,193000.0
1368,RM,2665,2006,127000.0
1369,RM,4435,2009,144000.0
1370,RL,10635,2010,232000.0
1371,RL,5400,2009,105000.0
1372,RL,9600,2008,165500.0
1373,RL,9750,2006,274300.0
1374,RL,11400,2007,466500.0
1375,FV,10625,2008,250000.0
1376,RL,10991,2007,239000.0
1377,RL,6292,2008,91000.0
1378,RL,10998,2009,117000.0
1379,RM,1953,2006,83000.0
1380,RL,9735,2008,167500.0
1381,RL,8212,2010,58500.0
1382,RL,12925,2008,237500.0
1383,RM,7200,2006,157000.0
1384,RL,25339,2007,112000.0
1385,RL,9060,2009,105000.0
1386,RM,5436,2010,125500.0
1387,RL,16692,2006,250000.0
1388,RM,8520,2007,136000.0
1389,RL,14892,2009,377500.0
1390,RM,6000,2007,131000.0
1391,RL,9100,2006,235000.0
1392,RL,8944,2009,124000.0
1393,RL,7838,2006,123000.0
1394,RM,10800,2008,163000.0
1395,RL,4045,2006,246578.0
1396,RL,12665,2007,281213.0
1397,RL,57200,2010,160000.0
1398,RM,6120,2007,137500.0
1399,RL,7200,2009,138000.0
1400,RL,6171,2009,137450.0
1401,RM,6000,2008,120000.0
1402,RL,7415,2008,193000.0
1403,RL,6762,2006,193879.0
1404,RL,15256,2007,282922.0
1405,RL,10410,2006,105000.0
1406,RM,3842,2008,275000.0
1407,RL,8445,2009,133000.0
1408,RL,8780,2009,112000.0
1409,RM,7740,2010,125500.0
1410,RL,20544,2008,215000.0
1411,RL,12420,2009,230000.0
1412,RL,9600,2009,140000.0
1413,RL,7200,2009,90000.0
1414,RL,10994,2009,257000.0
1415,RL,13053,2008,207000.0
1416,RL,3635,2009,175900.0
1417,RM,11340,2010,122500.0
1418,RL,16545,2009,340000.0
1419,RL,9204,2008,124000.0
1420,RL,16381,2006,223000.0
1421,RL,11700,2006,179900.0
1422,RL,4043,2010,127500.0
1423,RM,4435,2008,136500.0
1424,RL,19690,2006,274970.0
1425,RL,9503,2007,144000.0
1426,RL,10721,2008,142000.0
1427,RL,10944,2008,271000.0
1428,RL,10930,2008,140000.0
1429,RM,7200,2010,119000.0
1430,RL,12546,2007,182900.0
1431,RL,21930,2006,192140.0
1432,RL,4928,2009,143750.0
1433,RL,10800,2007,64500.0
1434,RL,10261,2008,186500.0
1435,RL,17400,2006,160000.0
1436,RL,8400,2008,174000.0
1437,RL,9000,2007,120500.0
1438,RL,12444,2008,394617.0
1439,RM,7407,2010,149700.0
1440,RL,11584,2007,197000.0
1441,RL,11526,2008,191000.0
1442,RM,4426,2008,149300.0
1443,FV,11003,2009,310000.0
1444,RL,8854,2009,121000.0
1445,RL,8500,2007,179600.0
1446,RL,8400,2007,129000.0
1447,RL,26142,2010,157900.0
1448,RL,10000,2007,240000.0
1449,RL,11767,2007,112000.0
1450,RM,1533,2006,92000.0
1451,RL,9000,2009,136000.0
1452,RL,9262,2009,287090.0
1453,RM,3675,2006,145000.0
1454,RL,17217,2006,84500.0
1455,FV,7500,2009,185000.0
1456,RL,7917,2007,175000.0
1457,RL,13175,2010,210000.0
1458,RL,9042,2010,266500.0
1459,RL,9717,2010,142125.0
1460,RL,9937,2008,147500.0
1461,RH,11622,2010,169277.0525
1462,RL,14267,2010,187758.394
1463,RL,13830,2010,183583.6836
1464,RL,9978,2010,179317.4775
1465,RL,5005,2010,150730.08
1466,RL,10000,2010,177150.9892
1467,RL,7980,2010,172070.6592
1468,RL,8402,2010,175110.9565
1469,RL,10176,2010,162011.6988
1470,RL,8400,2010,160726.2478
1471,RH,5858,2010,157933.2795
1472,RM,1680,2010,145291.245
1473,RM,1680,2010,159672.0176
1474,RL,2280,2010,164167.5183
1475,RL,2280,2010,150891.6382
1476,RL,12858,2010,179460.9652
1477,RL,12883,2010,185034.6289
1478,RL,11520,2010,182352.1926
1479,RL,14122,2010,183053.4582
1480,RL,14300,2010,187823.3393
1481,RL,13650,2010,186544.1143
1482,RL,7132,2010,158230.7752
1483,RL,18494,2010,190552.8293
1484,RL,3203,2010,147183.6749
1485,RL,13300,2010,185855.3009
1486,RL,8577,2010,174350.4707
1487,RL,17433,2010,201740.6207
1488,RL,8987,2010,162986.3789
1489,FV,9215,2010,162330.1991
1490,FV,10440,2010,165845.9386
1491,RL,11920,2010,180929.6229
1492,RH,9800,2010,163481.5015
1493,RL,15410,2010,187798.0767
1494,RL,13143,2010,198822.1989
1495,RL,11134,2010,194868.4099
1496,FV,4835,2010,152605.2986
1497,FV,3515,2010,147797.7028
1498,FV,3215,2010,150521.969
1499,FV,2544,2010,146991.6302
1500,FV,2544,2010,150306.3078
1501,FV,2980,2010,151164.3725
1502,FV,2403,2010,151133.707
1503,FV,12853,2010,156214.0425
1504,FV,7379,2010,171992.7607
1505,FV,8000,2010,173214.9125
1506,RL,10456,2010,192429.1873
1507,RL,10791,2010,190878.6951
1508,RL,18837,2010,194542.5441
1509,RL,9600,2010,191849.4391
1510,RL,9600,2010,176363.7739
1511,RL,9900,2010,176954.1854
1512,RL,9680,2010,176521.217
1513,RL,10600,2010,179436.7048
1514,RL,13260,2010,220079.7568
1515,RL,9724,2010,175502.9181
1516,RL,17360,2010,188321.0738
1517,RL,11380,2010,163276.3245
1518,RL,8267,2010,185911.3663
1519,RL,8197,2010,171392.831
1520,RL,8050,2010,174418.207
1521,RL,10725,2010,179682.7096
1522,RL,10032,2010,179423.7516
1523,RL,8382,2010,171756.9181
1524,RL,10950,2010,166849.6382
1525,RL,10895,2010,181122.1687
1526,RL,13587,2010,170934.4627
1527,RL,7898,2010,159738.2926
1528,RL,8064,2010,174445.7596
1529,RL,7635,2010,174706.3637
1530,RL,9760,2010,164507.6725
1531,RM,4800,2010,163602.5122
1532,RM,4485,2010,154126.2702
1533,RM,5805,2010,171104.8535
1534,RM,6900,2010,167735.3927
1535,RM,11851,2010,183003.6133
1536,RM,8239,2010,172580.3812
1537,RM,9656,2010,165407.8891
1538,RM,9600,2010,176363.7739
1539,RM,9000,2010,175182.9509
1540,RM,9045,2010,190757.1778
1541,RM,10560,2010,167186.9958
1542,RM,5830,2010,167839.3768
1543,RL,7793,2010,173912.4212
1544,RM,5000,2010,154034.9174
1545,RM,6000,2010,156002.9558
1546,RM,6000,2010,168173.9433
1547,RM,6360,2010,168882.4371
1548,RM,6000,2010,168173.9433
1549,RM,6240,2010,157580.1776
1550,RM,6240,2010,181922.1526
1551,RM,6120,2010,155134.2278
1552,RM,8094,2010,188885.5733
1553,RM,12900,2010,183963.193
1554,RM,3068,2010,161298.7623
1555,RL,15263,2010,188613.6676
1556,RL,10632,2010,175080.1118
1557,RL,9900,2010,174744.4003
1558,RL,6001,2010,168175.9113
1559,C (all),6449,2010,182333.4726
1560,RH,6048,2010,158307.2067
1561,RL,10773,2010,193053.0555
1562,RL,7800,2010,175031.09
1563,RL,7832,2010,160713.2946
1564,RL,7424,2010,173186.215
1565,RL,11227,2010,191736.7598
1566,RL,20062,2010,170401.631
1567,RL,9259,2010,164626.5779
1568,RL,17082,2010,205469.4094
1569,RL,18600,2010,209561.7842
1570,RL,11479,2010,182271.5031
1571,RL,9350,2010,178081.5494
1572,RL,9525,2010,178425.9561
1573,RL,17485,2010,162015.3185
1574,RL,11200,2010,181722.4204
1575,RL,11980,2010,156705.7302
1576,RL,12361,2010,182902.4203
1577,RL,7360,2010,157574.5954
1578,RL,14235,2010,184380.7391
1579,RL,11105,2010,169364.4692
1580,RL,9337,2010,175846.1798
1581,RL,15240,2010,189673.2953
1582,RL,7480,2010,174401.3177
1583,RL,10389,2010,179021.4487
1584,RL,9375,2010,189196.8453
1585,RM,4435,2010,139647.0957
1586,RL,8777,2010,161468.1983
1587,RL,8842,2010,171557.3232
1588,RL,10044,2010,179447.368
1589,RL,11792,2010,169611.619
1590,RL,6305,2010,172088.8727
1591,RL,6410,2010,171190.6241
1592,RL,4853,2010,154850.5084
1593,RL,7890,2010,158617.6557
1594,RH,7200,2010,209258.3369
1595,RL,9839,2010,177939.0276
1596,RL,10452,2010,194631.1003
1597,RL,15600,2010,213618.8716
1598,RL,19645,2010,198342.5042
1599,RM,3907,2010,138607.9715
1600,RM,3907,2010,150778.959
1601,RM,8154,2010,146966.2303
1602,RM,9140,2010,162182.5962
1603,C (all),8712,2010,176825.941
1604,RM,3811,2010,152799.8124
1605,RL,11050,2010,180322.3221
1606,RL,9620,2010,177508.0272
1607,RL,12760,2010,208029.6427
1608,RL,11896,2010,181987.2825
1609,RL,9803,2010,160172.728
1610,RL,9802,2010,176761.3177
1611,RL,15300,2010,176515.4975
1612,RL,10114,2010,176270.4531
1613,RL,11875,2010,183050.8463
1614,RM,2394,2010,150011.1021
1615,RM,1476,2010,159270.5378
1616,RM,1900,2010,163419.6637
1617,RM,1890,2010,163399.9833
1618,RL,6953,2010,173364.1615
1619,RL,12887,2010,169556.8359
1620,RL,7700,2010,183690.596
1621,RL,10475,2010,176980.9149
1622,RL,10544,2010,204773.3622
1623,RL,9892,2010,174728.656
1624,RL,12961,2010,181873.4582
1625,RL,13008,2009,177322.0008
1626,RL,10200,2009,193927.939
1627,RL,10179,2009,181715.6227
1628,RL,11792,2009,199270.8412
1629,RL,8400,2009,177109.59
1630,RL,7296,2009,153909.5783
1631,RL,7380,2009,162931.2033
1632,RL,8013,2009,166386.7567
1633,RL,8923,2009,173719.3038
1634,RL,7500,2009,179757.9257
1635,RL,8803,2009,179007.602
1636,RL,7250,2009,180370.8086
1637,RL,11900,2009,185102.6167
1638,RL,13250,2009,198825.5635
1639,RL,10928,2009,184294.576
1640,RL,12388,2009,200443.7921
1641,RL,11088,2009,181294.7845
1642,FV,7000,2009,174354.3363
1643,FV,7500,2009,172023.6778
1644,FV,8470,2009,181666.9229
1645,RL,9373,2009,179024.4913
1646,RL,10140,2009,178324.1916
1647,RL,11050,2009,184534.6767
1648,RL,7830,2009,159397.2504
1649,RL,8510,2009,178430.9667
1650,RL,7038,2009,177743.7994
1651,RL,9000,2009,179395.3055
1652,RM,1680,2009,151713.3847
1653,RM,1680,2009,151713.3847
1654,RL,2308,2009,168434.978
1655,RL,2280,2009,153999.1003
1656,RL,2349,2009,164096.0974
1657,RL,2364,2009,166335.403
1658,RL,2364,2009,163020.7254
1659,RL,2104,2009,155862.5107
1660,RL,10710,2009,182760.6511
1661,RL,14257,2009,201912.2706
1662,RL,12350,2009,185988.234
1663,RL,12350,2009,183778.4489
1664,RL,13693,2009,170935.8592
1665,RL,11578,2009,184468.9084
1666,RL,16870,2009,191569.0897
1667,RL,23303,2009,232991.0256
1668,RL,10367,2009,180980.7214
1669,RL,10872,2009,164279.1305
1670,RL,13514,2009,183859.4604
1671,RL,12878,2009,185922.4657
1672,RL,15274,2009,191742.7781
1673,RL,13262,2009,199954.0725
1674,RL,9658,2009,180690.2748
1675,RL,6904,2009,163099.3096
1676,RL,5122,2009,140791.9225
1677,RL,10307,2009,166481.8665
1678,RL,14836,2009,172080.4345
1679,RL,15262,2009,191719.1617
1680,RL,7390,2009,160741.0986
1681,RL,6472,2009,157829.5469
1682,RL,16770,2009,196896.7486
1683,RL,3480,2009,159675.424
1684,RL,10928,2009,182084.7909
1685,RL,8918,2009,179233.9264
1686,RL,3182,2009,155774.2709
1687,RL,9434,2009,181354.3267
1688,RL,7984,2009,179605.5637
