Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
7/7/2007,5:54:00,0.292,0.216,242.56,1.4,0,0,0
7/7/2007,5:55:00,0.31,0.222,242.8,1.6,0,1,0
7/7/2007,5:56:00,0.304,0.22,242.62,1.6,0,0,0
7/7/2007,5:57:00,0.29,0.216,242.62,1.4,0,0,0
7/7/2007,5:58:00,0.304,0.222,242.79,1.6,0,0,0
7/7/2007,5:59:00,0.284,0.218,243.2,1.4,0,0,0
7/7/2007,6:00:00,0.302,0.224,243.14,1.6,0,1,0
7/7/2007,6:01:00,0.28,0.216,242.57,1.4,0,0,0
7/7/2007,6:02:00,0.274,0.182,242.65,1.4,0,0,0
7/7/2007,6:03:00,0.212,0.112,242.71,1,0,0,0
7/7/2007,6:04:00,0.23,0.118,242.65,1,0,0,0
7/7/2007,6:05:00,0.21,0.112,242.58,1,0,0,0
7/7/2007,6:06:00,0.228,0.118,242.63,1,0,1,0
7/7/2007,6:07:00,0.21,0.114,242.83,1,0,0,0
7/7/2007,6:08:00,0.228,0.118,242.52,1,0,0,0
7/7/2007,6:09:00,0.208,0.112,242.45,1,0,0,0
7/7/2007,6:10:00,0.226,0.116,242.23,1,0,0,0
7/7/2007,6:11:00,0.12,0,242.6,0.6,0,0,0
7/7/2007,6:12:00,0.13,0,242.58,0.6,0,0,0
7/7/2007,6:13:00,0.112,0,242.9,0.6,0,0,0
7/7/2007,6:14:00,0.132,0,242.9,0.6,0,1,0
7/7/2007,6:15:00,0.112,0,242.76,0.6,0,0,0
7/7/2007,6:16:00,0.132,0,242.91,0.6,0,0,0
7/7/2007,6:17:00,0.112,0,242.84,0.6,0,0,0
7/7/2007,6:18:00,0.13,0,242.86,0.6,0,0,0
7/7/2007,6:19:00,0.112,0,242.51,0.4,0,0,0
7/7/2007,6:20:00,0.132,0,242.61,0.6,0,1,0
7/7/2007,6:21:00,0.112,0,242.61,0.6,0,0,0
7/7/2007,6:22:00,0.13,0,242.62,0.6,0,0,0
7/7/2007,6:23:00,0.112,0,242.55,0.4,0,0,0
7/7/2007,6:24:00,0.13,0,242.34,0.6,0,0,0
7/7/2007,6:25:00,0.118,0,242.35,0.6,0,0,0
7/7/2007,6:26:00,0.124,0,242.36,0.6,0,1,0
7/7/2007,6:27:00,0.13,0,242.35,0.6,0,0,0
7/7/2007,6:28:00,0.11,0,242.45,0.4,0,0,0
7/7/2007,6:29:00,0.13,0,242.34,0.6,0,0,0
7/7/2007,6:30:00,0.11,0,242.13,0.4,0,0,0
7/7/2007,6:31:00,0.13,0,242.13,0.6,0,1,0
7/7/2007,6:32:00,0.112,0,241.96,0.4,0,0,0
7/7/2007,6:33:00,0.13,0,241.93,0.6,0,0,0
7/7/2007,6:34:00,0.11,0,241.95,0.4,0,0,0
7/7/2007,6:35:00,0.13,0,242.2,0.6,0,0,0
7/7/2007,6:36:00,0.112,0,242.46,0.4,0,0,0
7/7/2007,6:37:00,0.206,0.06,242.35,1.2,0,1,0
7/7/2007,6:38:00,0.19,0.08,242.17,0.8,0,0,0
7/7/2007,6:39:00,0.21,0.084,242.14,1,0,0,0
7/7/2007,6:40:00,0.19,0.08,242.11,0.8,0,0,0
7/7/2007,6:41:00,0.208,0.084,242.29,1,0,0,0
7/7/2007,6:42:00,0.186,0.08,242.25,0.8,0,0,0
7/7/2007,6:43:00,0.204,0.086,242.38,1,0,1,0
7/7/2007,6:44:00,0.184,0.08,242.46,0.8,0,0,0
7/7/2007,6:45:00,0.276,0.158,241.29,1.4,0,0,0
7/7/2007,6:46:00,0.294,0.212,241.91,1.4,0,0,0
7/7/2007,6:47:00,0.308,0.216,241.61,1.6,0,0,0
7/7/2007,6:48:00,0.288,0.21,241.36,1.4,0,0,0
7/7/2007,6:49:00,0.306,0.214,241.29,1.6,0,1,0
7/7/2007,6:50:00,0.24,0.144,241.69,1.2,0,0,0
7/7/2007,6:51:00,0.236,0.112,241.34,1,0,0,0
7/7/2007,6:52:00,0.214,0.106,241.27,1,0,0,0
7/7/2007,6:53:00,0.234,0.112,241.5,1,0,0,0
7/7/2007,6:54:00,0.214,0.11,242.03,1,0,0,0
7/7/2007,6:55:00,0.232,0.118,242.56,1,0,1,0
7/7/2007,6:56:00,0.23,0.12,242.7,1,0,0,0
7/7/2007,6:57:00,0.27,0.132,242.51,1.2,0,0,0
7/7/2007,6:58:00,0.294,0.136,242.64,1.4,0,0,0
7/7/2007,6:59:00,0.276,0.132,242.83,1.2,0,0,0
7/7/2007,7:00:00,0.292,0.132,241.94,1.4,0,1,0
7/7/2007,7:01:00,0.274,0.13,242.7,1.2,0,0,0
7/7/2007,7:02:00,0.292,0.134,242.54,1.4,0,0,0
7/7/2007,7:03:00,0.27,0.126,241.59,1.2,0,0,0
7/7/2007,7:04:00,0.29,0.13,241.31,1.4,0,0,0
7/7/2007,7:05:00,0.25,0.096,241.56,1.2,0,0,0
7/7/2007,7:06:00,0.194,0,241.54,0.8,0,1,0
7/7/2007,7:07:00,0.26,0,241.41,1,0,0,0
7/7/2007,7:08:00,0.278,0,241.42,1.2,0,0,0
7/7/2007,7:09:00,0.626,0,241.1,3.4,0,0,3
7/7/2007,7:10:00,1.39,0,240.4,5.8,0,0,19
7/7/2007,7:11:00,1.358,0,240.63,5.6,0,0,18
7/7/2007,7:12:00,1.366,0,240.72,5.6,0,0,18
7/7/2007,7:13:00,1.334,0,240.33,5.4,0,0,18
7/7/2007,7:14:00,1.348,0,240.2,5.6,0,1,18
7/7/2007,7:15:00,1.324,0,239.93,5.4,0,0,18
7/7/2007,7:16:00,1.342,0,239.83,5.6,0,0,17
7/7/2007,7:17:00,1.448,0,239.63,6.4,0,0,18
7/7/2007,7:18:00,5.32,0.07,235.22,22.6,0,0,17
7/7/2007,7:19:00,4.56,0.07,236.23,19.4,0,0,17
7/7/2007,7:20:00,1.936,0.046,238.67,9.4,0,1,18
7/7/2007,7:21:00,1.32,0.046,239.58,5.4,0,0,17
7/7/2007,7:22:00,1.336,0,239.13,5.6,0,0,18
7/7/2007,7:23:00,1.304,0,238.82,5.4,0,0,17
7/7/2007,7:24:00,2.48,0.046,237.63,10.6,0,0,17
7/7/2007,7:25:00,2.05,0.074,237.88,9,0,0,18
7/7/2007,7:26:00,1.584,0.058,238.55,6.6,0,1,17
7/7/2007,7:27:00,1.582,0.074,237.93,6.6,0,0,18
7/7/2007,7:28:00,1.57,0.07,237.72,6.6,0,0,17
7/7/2007,7:29:00,1.582,0.074,237.76,6.6,0,0,17
7/7/2007,7:30:00,1.562,0.07,237.78,6.4,0,0,18
7/7/2007,7:31:00,1.518,0.076,238,6.4,0,1,17
7/7/2007,7:32:00,1.234,0.074,237.77,5.2,0,0,17
7/7/2007,7:33:00,1.25,0.078,237.6,5.2,0,0,18
7/7/2007,7:34:00,1.232,0.074,237.85,5.2,0,0,17
7/7/2007,7:35:00,1.256,0.08,238.28,5.2,0,0,17
7/7/2007,7:36:00,1.236,0.076,238.4,5.2,0,0,18
7/7/2007,7:37:00,1.252,0.078,238.14,5.2,0,1,17
7/7/2007,7:38:00,1.236,0.074,238.3,5.2,0,0,17
7/7/2007,7:39:00,1.252,0.078,238.09,5.2,0,0,18
7/7/2007,7:40:00,1.302,0.14,237.56,5.4,0,0,17
7/7/2007,7:41:00,1.29,0.106,237.54,5.4,0,0,17
7/7/2007,7:42:00,1.322,0.152,238.15,5.6,0,1,18
7/7/2007,7:43:00,1.376,0.228,238.38,5.8,0,2,17
7/7/2007,7:44:00,1.374,0.232,240.11,5.8,0,1,18
7/7/2007,7:45:00,1.388,0.234,239.77,5.8,0,2,17
7/7/2007,7:46:00,1.37,0.23,239.87,5.8,0,1,18
7/7/2007,7:47:00,1.384,0.234,239.56,5.8,0,2,18
7/7/2007,7:48:00,1.372,0.232,240.27,5.8,0,2,17
7/7/2007,7:49:00,1.39,0.236,240.3,5.8,0,1,18
7/7/2007,7:50:00,1.372,0.234,240.48,5.8,0,2,18
7/7/2007,7:51:00,1.386,0.236,240.09,5.8,0,2,17
7/7/2007,7:52:00,1.362,0.23,239.79,5.6,0,1,18
7/7/2007,7:53:00,1.38,0.236,239.88,5.8,0,2,18
7/7/2007,7:54:00,1.36,0.23,239.89,5.6,0,1,17
7/7/2007,7:55:00,1.382,0.236,240.31,5.8,0,2,18
7/7/2007,7:56:00,1.364,0.23,240.05,5.6,0,1,18
7/7/2007,7:57:00,1.386,0.23,239.4,5.8,0,2,17
7/7/2007,7:58:00,1.662,0.224,238.49,7,0,1,18
7/7/2007,7:59:00,1.456,0.222,238.65,6.2,0,2,17
7/7/2007,8:00:00,1.43,0.178,239.1,6,0,2,18
7/7/2007,8:01:00,1.52,0.09,238.76,6.4,0,1,17
7/7/2007,8:02:00,1.42,0.092,238.86,6,0,1,17
7/7/2007,8:03:00,1.254,0.096,239.39,5.2,0,2,18
7/7/2007,8:04:00,1.254,0.092,239.41,5.2,0,1,18
7/7/2007,8:05:00,1.282,0.076,239.52,5.2,0,1,17
7/7/2007,8:06:00,1.28,0.074,239.34,5.2,0,1,18
7/7/2007,8:07:00,1.276,0.074,238.99,5.2,0,2,17
7/7/2007,8:08:00,1.268,0.072,238.34,5.2,0,1,18
7/7/2007,8:09:00,1.488,0.082,238.53,6.2,0,1,17
7/7/2007,8:10:00,1.262,0.074,238.12,5.2,0,1,17
7/7/2007,8:11:00,1.262,0.072,238.28,5.2,0,2,18
7/7/2007,8:12:00,1.262,0.072,238.42,5.2,0,1,17
7/7/2007,8:13:00,1.472,0.152,238.75,6.2,0,1,18
7/7/2007,8:14:00,1.524,0.208,238.71,6.4,0,1,17
7/7/2007,8:15:00,1.416,0.198,238.87,6,0,1,18
7/7/2007,8:16:00,1.406,0.188,239.2,5.8,0,2,17
7/7/2007,8:17:00,1.53,0.186,239.12,6.4,0,1,18
7/7/2007,8:18:00,1.47,0.19,239.76,6.2,0,1,17
7/7/2007,8:19:00,1.426,0.192,239.94,6,0,1,18
7/7/2007,8:20:00,1.466,0.192,240.08,6,0,1,18
7/7/2007,8:21:00,1.424,0.192,240.02,6,0,2,17
7/7/2007,8:22:00,1.424,0.194,240.17,6,0,1,18
7/7/2007,8:23:00,1.422,0.194,240.16,6,0,1,18
7/7/2007,8:24:00,1.422,0.194,240.25,5.8,0,1,17
7/7/2007,8:25:00,1.428,0.196,240.77,6,0,1,18
7/7/2007,8:26:00,1.42,0.194,240.22,5.8,0,2,18
7/7/2007,8:27:00,1.416,0.178,240.97,5.8,0,1,17
7/7/2007,8:28:00,1.358,0.092,240.77,5.6,0,1,18
7/7/2007,8:29:00,1.35,0.09,240.01,5.6,0,1,18
7/7/2007,8:30:00,1.394,0.094,239.17,5.8,0,1,17
7/7/2007,8:31:00,3.05,0.07,237.41,14,0,2,18
7/7/2007,8:32:00,4.054,0.062,236.36,17,0,1,17
7/7/2007,8:33:00,4.022,0.062,236.47,17,0,1,17
7/7/2007,8:34:00,2.61,0.076,238.16,12.4,0,1,17
7/7/2007,8:35:00,1.376,0.218,239.22,5.8,0,1,18
7/7/2007,8:36:00,1.366,0.22,239.12,5.8,0,2,17
7/7/2007,8:37:00,1.368,0.22,239.56,5.8,0,1,18
7/7/2007,8:38:00,1.36,0.22,239.4,5.6,0,1,17
7/7/2007,8:39:00,1.356,0.22,239.08,5.6,0,1,18
7/7/2007,8:40:00,1.356,0.22,239.27,5.6,0,1,17
7/7/2007,8:41:00,1.352,0.218,238.96,5.6,0,2,18
7/7/2007,8:42:00,1.35,0.218,238.85,5.6,0,1,17
7/7/2007,8:43:00,1.35,0.218,239.03,5.6,0,1,18
7/7/2007,8:44:00,1.35,0.218,239.1,5.6,0,1,17
7/7/2007,8:45:00,1.348,0.218,239.04,5.6,0,1,18
7/7/2007,8:46:00,1.346,0.218,238.93,5.6,0,1,17
7/7/2007,8:47:00,1.342,0.216,238.7,5.6,0,2,18
7/7/2007,8:48:00,1.342,0.218,238.75,5.6,0,1,17
7/7/2007,8:49:00,1.37,0.234,239.12,5.8,0,1,18
7/7/2007,8:50:00,1.42,0.32,238.99,6,0,1,17
7/7/2007,8:51:00,1.416,0.318,238.71,6,0,1,18
7/7/2007,8:52:00,1.406,0.314,237.89,6,0,2,17
7/7/2007,8:53:00,1.416,0.318,238.82,6,0,1,18
7/7/2007,8:54:00,1.414,0.32,238.99,6,0,1,17
7/7/2007,8:55:00,1.404,0.228,238.79,5.8,0,1,18
7/7/2007,8:56:00,1.404,0.14,239.11,5.8,0,1,17
7/7/2007,8:57:00,1.29,0.072,239.64,5.4,0,0,18
7/7/2007,8:58:00,1.256,0.072,239.57,5.2,0,0,17
7/7/2007,8:59:00,1.256,0.072,239.63,5.2,0,0,18
7/7/2007,9:00:00,1.256,0.072,239.73,5.2,0,0,17
7/7/2007,9:01:00,1.258,0.074,239.99,5.2,0,0,18
7/7/2007,9:02:00,1.25,0.07,239.18,5.2,0,0,18
7/7/2007,9:03:00,1.246,0.07,238.8,5.2,0,0,17
7/7/2007,9:04:00,1.246,0.07,239.05,5.2,0,0,18
7/7/2007,9:05:00,1.28,0.068,238.56,5.4,0,0,17
7/7/2007,9:06:00,1.298,0.068,238.45,5.4,0,0,17
7/7/2007,9:07:00,1.298,0.066,238.38,5.4,0,0,18
7/7/2007,9:08:00,1.256,0.066,237.54,5.2,0,0,17
7/7/2007,9:09:00,1.334,0.05,237.74,5.6,0,0,17
7/7/2007,9:10:00,1.552,0.052,237.98,6.4,0,0,18
7/7/2007,9:11:00,1.544,0.054,237.6,6.4,0,0,17
7/7/2007,9:12:00,1.54,0.052,237.24,6.4,0,0,17
7/7/2007,9:13:00,1.376,0.056,237.2,5.8,0,0,18
7/7/2007,9:14:00,1.24,0.058,236.9,5.2,0,0,17
7/7/2007,9:15:00,1.232,0.06,236.53,5.2,0,0,17
7/7/2007,9:16:00,1.246,0.054,237.06,5.2,0,0,17
7/7/2007,9:17:00,1.224,0,237.01,5,0,0,17
7/7/2007,9:18:00,1.176,0,236.75,4.8,0,0,18
7/7/2007,9:19:00,1.184,0,237.65,5,0,0,17
7/7/2007,9:20:00,1.186,0,237.82,5,0,0,17
7/7/2007,9:21:00,1.186,0,237.88,5,0,0,17
7/7/2007,9:22:00,1.186,0,237.76,5,0,0,18
7/7/2007,9:23:00,1.188,0,237.61,5,0,0,17
7/7/2007,9:24:00,1.192,0,238.06,5,0,0,17
7/7/2007,9:25:00,1.192,0,238.05,5,0,0,18
7/7/2007,9:26:00,1.192,0,237.94,5,0,0,17
7/7/2007,9:27:00,1.192,0,237.73,5,0,0,17
7/7/2007,9:28:00,1.186,0,237.34,5,0,0,18
7/7/2007,9:29:00,1.23,0,237.29,5.2,0,0,17
7/7/2007,9:30:00,1.294,0.088,237.19,5.4,0,0,17
7/7/2007,9:31:00,1.29,0.086,237.01,5.4,0,0,17
7/7/2007,9:32:00,1.288,0.086,237.01,5.4,0,0,18
7/7/2007,9:33:00,1.298,0.088,238.25,5.4,0,0,17
7/7/2007,9:34:00,1.302,0.092,238.73,5.4,0,0,17
7/7/2007,9:35:00,1.304,0.092,239.01,5.4,0,0,18
7/7/2007,9:36:00,1.302,0.092,239.11,5.4,0,0,17
7/7/2007,9:37:00,1.298,0.092,238.85,5.4,0,0,18
7/7/2007,9:38:00,1.3,0.092,238.99,5.4,0,0,17
7/7/2007,9:39:00,1.294,0.09,238.45,5.4,0,0,18
7/7/2007,9:40:00,1.296,0.092,238.62,5.4,0,0,17
7/7/2007,9:41:00,1.3,0.094,239.04,5.4,0,0,18
7/7/2007,9:42:00,1.302,0.094,239.1,5.4,0,0,17
7/7/2007,9:43:00,1.304,0.096,239.43,5.4,0,0,18
7/7/2007,9:44:00,1.298,0.094,238.9,5.4,0,0,17
7/7/2007,9:45:00,1.302,0.096,239.27,5.4,0,0,18
7/7/2007,9:46:00,1.308,0.096,240.05,5.4,0,0,18
7/7/2007,9:47:00,1.3,0.094,239.85,5.4,0,0,17
7/7/2007,9:48:00,1.296,0.098,239.91,5.4,0,0,18
7/7/2007,9:49:00,1.3,0.098,240.06,5.4,0,0,17
7/7/2007,9:50:00,1.256,0,240.11,5.2,0,0,18
7/7/2007,9:51:00,1.256,0,239.81,5.2,0,0,18
7/7/2007,9:52:00,0.816,0.07,240.27,4,0,0,11
7/7/2007,9:53:00,0.224,0.08,240.7,1,0,0,0
7/7/2007,9:54:00,0.224,0.078,240.51,1,0,0,0
7/7/2007,9:55:00,0.226,0.082,241.67,1,0,0,0
7/7/2007,9:56:00,0.222,0.082,241.37,1,0,0,0
7/7/2007,9:57:00,0.22,0.084,241.84,1,0,0,0
7/7/2007,9:58:00,0.218,0.08,240.8,1,0,0,0
7/7/2007,9:59:00,0.22,0.076,239.62,1,0,0,0
7/7/2007,10:00:00,0.222,0.076,239.58,1,0,0,0
7/7/2007,10:01:00,0.222,0.078,239.63,1,0,0,0
7/7/2007,10:02:00,0.222,0.076,239.55,1,0,0,0
7/7/2007,10:03:00,0.22,0.076,239.42,1,0,0,0
7/7/2007,10:04:00,0.222,0.078,239.34,1,0,0,0
7/7/2007,10:05:00,0.22,0.074,239.38,1,0,0,0
7/7/2007,10:06:00,0.216,0.078,239.79,1,0,0,0
7/7/2007,10:07:00,0.172,0,239.86,0.8,0,0,0
7/7/2007,10:08:00,0.142,0,239.54,0.6,0,0,0
7/7/2007,10:09:00,0.14,0,239.58,0.6,0,0,0
7/7/2007,10:10:00,0.14,0,239.45,0.6,0,0,0
7/7/2007,10:11:00,0.14,0,239.37,0.6,0,0,0
7/7/2007,10:12:00,0.138,0,239.11,0.6,0,0,0
7/7/2007,10:13:00,0.14,0,239.29,0.6,0,0,0
7/7/2007,10:14:00,0.138,0,239.09,0.6,0,0,0
7/7/2007,10:15:00,0.14,0,239.23,0.6,0,0,0
7/7/2007,10:16:00,0.14,0,239.28,0.6,0,0,0
7/7/2007,10:17:00,0.14,0,239.77,0.6,0,0,0
7/7/2007,10:18:00,0.14,0,240.04,0.6,0,0,0
7/7/2007,10:19:00,0.148,0,240.05,0.6,0,0,0
7/7/2007,10:20:00,0.182,0,239.94,0.8,0,0,0
7/7/2007,10:21:00,0.212,0,240.05,0.8,0,0,0
7/7/2007,10:22:00,0.188,0,239.36,0.8,0,0,0
7/7/2007,10:23:00,0.232,0.054,238.94,1.2,0,0,0
7/7/2007,10:24:00,0.208,0,239.05,0.8,0,0,0
7/7/2007,10:25:00,0.28,0,238.81,1.2,0,0,0
7/7/2007,10:26:00,0.182,0,239.09,0.8,0,0,0
7/7/2007,10:27:00,0.184,0,238.82,0.8,0,0,0
7/7/2007,10:28:00,0.234,0,238.75,1.2,0,0,0
7/7/2007,10:29:00,0.298,0.082,238.98,1.6,0,0,0
7/7/2007,10:30:00,0.19,0,239.14,0.8,0,0,0
7/7/2007,10:31:00,0.19,0,239.01,0.8,0,0,0
7/7/2007,10:32:00,0.23,0,238.68,1.2,0,0,0
7/7/2007,10:33:00,0.266,0.1,238.72,1.2,0,0,0
7/7/2007,10:34:00,0.266,0.1,238.46,1.2,0,0,0
7/7/2007,10:35:00,0.266,0.098,238.78,1.2,0,0,0
7/7/2007,10:36:00,0.266,0.1,238.96,1.2,0,0,0
7/7/2007,10:37:00,0.266,0.102,239.06,1.2,0,0,0
7/7/2007,10:38:00,0.264,0.102,239.42,1.2,0,0,0
7/7/2007,10:39:00,0.266,0.102,239.17,1.2,0,0,0
7/7/2007,10:40:00,0.262,0.102,238.44,1.2,0,0,0
7/7/2007,10:41:00,0.262,0.1,239.19,1.2,0,0,0
7/7/2007,10:42:00,0.264,0.102,239.3,1.2,0,0,0
7/7/2007,10:43:00,0.2,0,239.47,0.8,0,0,0
7/7/2007,10:44:00,0.196,0,239.74,0.8,0,0,0
7/7/2007,10:45:00,0.17,0,239.64,0.8,0,0,0
7/7/2007,10:46:00,0.15,0,239.35,0.6,0,0,0
7/7/2007,10:47:00,0.148,0,239.57,0.6,0,0,0
7/7/2007,10:48:00,0.212,0,239.5,1,0,0,0
7/7/2007,10:49:00,0.208,0,238.93,1,0,0,0
7/7/2007,10:50:00,0.212,0,238.98,1,0,0,0
7/7/2007,10:51:00,0.212,0,238.84,1,0,0,0
7/7/2007,10:52:00,0.214,0,238.95,1,0,0,0
7/7/2007,10:53:00,0.208,0,238.74,1,0,0,0
7/7/2007,10:54:00,0.212,0,239.44,1,0,0,0
7/7/2007,10:55:00,0.208,0,239.39,1,0,0,0
7/7/2007,10:56:00,0.216,0,239.63,1,0,0,0
7/7/2007,10:57:00,0.214,0,239.43,1,0,0,0
7/7/2007,10:58:00,0.214,0,239.55,1,0,0,0
7/7/2007,10:59:00,0.212,0,239.49,1,0,0,0
7/7/2007,11:00:00,0.214,0,239.6,1,0,0,0
7/7/2007,11:01:00,0.214,0,239.51,1,0,0,0
7/7/2007,11:02:00,0.266,0,239.7,1.4,0,0,0
7/7/2007,11:03:00,0.296,0.086,238.62,1.4,0,1,0
7/7/2007,11:04:00,0.292,0.088,238.55,1.4,0,1,0
7/7/2007,11:05:00,0.296,0.088,238.58,1.4,0,2,0
7/7/2007,11:06:00,0.296,0.084,238.04,1.4,0,1,0
7/7/2007,11:07:00,0.298,0.084,238.08,1.4,0,2,0
7/7/2007,11:08:00,0.304,0.084,237.95,1.4,0,1,0
7/7/2007,11:09:00,0.302,0.086,237.72,1.4,0,2,0
7/7/2007,11:10:00,0.292,0.084,237.56,1.4,0,1,0
7/7/2007,11:11:00,0.29,0.082,237.08,1.4,0,1,0
7/7/2007,11:12:00,0.362,0.156,236.87,1.8,0,2,0
7/7/2007,11:13:00,0.366,0.18,236.94,1.8,0,1,0
7/7/2007,11:14:00,0.366,0.182,237.27,1.8,0,2,0
7/7/2007,11:15:00,0.366,0.182,236.96,1.8,0,1,0
7/7/2007,11:16:00,0.364,0.178,236.51,1.8,0,1,0
7/7/2007,11:17:00,0.36,0.182,236.96,1.8,0,2,0
7/7/2007,11:18:00,0.36,0.182,236.99,1.8,0,1,0
7/7/2007,11:19:00,0.354,0.18,236.79,1.6,0,1,0
7/7/2007,11:20:00,0.35,0.18,236.68,1.6,0,2,0
7/7/2007,11:21:00,0.306,0.11,237.13,1.4,0,1,0
7/7/2007,11:22:00,0.288,0.08,237.02,1.4,0,1,0
7/7/2007,11:23:00,0.286,0.084,237.85,1.2,0,1,0
7/7/2007,11:24:00,0.286,0.082,237.59,1.4,0,2,0
7/7/2007,11:25:00,0.288,0.086,238.3,1.4,0,1,0
7/7/2007,11:26:00,0.286,0.084,238.03,1.4,0,1,0
7/7/2007,11:27:00,0.282,0.084,237.6,1.2,0,1,0
7/7/2007,11:28:00,0.282,0.084,237.73,1.2,0,1,0
7/7/2007,11:29:00,0.282,0.082,237.72,1.2,0,2,0
7/7/2007,11:30:00,0.28,0.08,236.78,1.2,0,1,0
7/7/2007,11:31:00,0.278,0.08,236.8,1.2,0,1,0
7/7/2007,11:32:00,0.28,0.08,236.78,1.2,0,1,0
7/7/2007,11:33:00,0.28,0.08,236.35,1.2,0,1,0
7/7/2007,11:34:00,0.282,0.08,236.65,1.2,0,2,0
7/7/2007,11:35:00,0.28,0.082,237.52,1.2,0,1,0
7/7/2007,11:36:00,0.282,0.082,237.54,1.2,0,1,0
7/7/2007,11:37:00,0.28,0.084,237.51,1.2,0,1,0
7/7/2007,11:38:00,0.28,0.084,237.79,1.2,0,1,0
7/7/2007,11:39:00,0.286,0.084,237.71,1.4,0,1,0
7/7/2007,11:40:00,0.278,0.082,237.34,1.2,0,2,0
7/7/2007,11:41:00,0.274,0.084,237.27,1.2,0,1,0
7/7/2007,11:42:00,0.274,0.086,237.94,1.2,0,1,0
7/7/2007,11:43:00,0.274,0.086,237.82,1.2,0,1,0
7/7/2007,11:44:00,0.244,0.088,237.98,1.2,0,1,0
7/7/2007,11:45:00,0.216,0.09,238.07,1,0,2,0
7/7/2007,11:46:00,0.216,0.09,237.96,1,0,1,0
7/7/2007,11:47:00,0.216,0.088,237.6,1,0,1,0
7/7/2007,11:48:00,0.216,0.09,237.84,1,0,1,0
7/7/2007,11:49:00,0.214,0.088,237.64,1,0,1,0
7/7/2007,11:50:00,0.212,0.09,238.18,1,0,1,0
7/7/2007,11:51:00,0.294,0.176,238.08,1.6,0,2,0
7/7/2007,11:52:00,0.288,0.19,238.03,1.4,0,1,0
7/7/2007,11:53:00,0.288,0.188,237.86,1.4,0,1,0
7/7/2007,11:54:00,0.316,0.19,238.43,1.6,0,1,0
7/7/2007,11:55:00,0.392,0.188,238.22,1.8,0,1,0
7/7/2007,11:56:00,0.472,0.188,238.56,2.2,0,1,0
7/7/2007,11:57:00,0.574,0.186,238,2.4,0,2,0
7/7/2007,11:58:00,0.588,0.23,237.81,2.6,0,1,0
7/7/2007,11:59:00,0.648,0.354,237.48,3,0,1,0
7/7/2007,12:00:00,0.502,0.084,237.94,2,0,1,0
7/7/2007,12:01:00,0.498,0.09,238.32,2,0,1,0
7/7/2007,12:02:00,0.496,0.092,238.3,2,0,1,0
7/7/2007,12:03:00,0.496,0.092,238.64,2,0,1,0
7/7/2007,12:04:00,0.61,0.192,238.41,2.6,0,2,0
7/7/2007,12:05:00,0.62,0.222,238.18,2.8,0,1,0
7/7/2007,12:06:00,0.406,0.228,238.41,2,0,1,0
7/7/2007,12:07:00,0.334,0.228,238.04,1.6,0,1,0
7/7/2007,12:08:00,0.32,0.202,237.94,1.6,0,1,0
7/7/2007,12:09:00,0.264,0.108,237.94,1.2,0,0,0
7/7/2007,12:10:00,0.268,0.108,238.09,1.2,0,0,0
7/7/2007,12:11:00,0.27,0.11,239.33,1.2,0,0,0
7/7/2007,12:12:00,0.312,0.108,239.25,1.4,0,0,0
7/7/2007,12:13:00,0.27,0.106,238.97,1.2,0,0,0
7/7/2007,12:14:00,0.27,0.102,238.06,1.2,0,0,0
7/7/2007,12:15:00,0.27,0.102,238,1.2,0,0,0
7/7/2007,12:16:00,0.27,0.102,238.19,1.2,0,0,0
7/7/2007,12:17:00,0.268,0.104,238.31,1.2,0,0,0
7/7/2007,12:18:00,0.268,0.102,238.3,1.2,0,0,0
7/7/2007,12:19:00,0.266,0.104,238.32,1.2,0,0,0
7/7/2007,12:20:00,0.272,0.102,238.67,1.2,0,0,0
7/7/2007,12:21:00,0.284,0.104,238.34,1.2,0,0,0
7/7/2007,12:22:00,0.286,0.104,238.21,1.2,0,0,0
7/7/2007,12:23:00,0.278,0.102,238.27,1.2,0,0,0
7/7/2007,12:24:00,0.276,0.104,238.7,1.2,0,0,0
7/7/2007,12:25:00,0.274,0.102,238.43,1.2,0,0,0
7/7/2007,12:26:00,0.276,0.102,238.63,1.2,0,0,0
7/7/2007,12:27:00,0.276,0.1,238.11,1.2,0,0,0
7/7/2007,12:28:00,0.276,0.102,238.35,1.2,0,0,0
7/7/2007,12:29:00,0.34,0.164,237.84,1.6,0,0,0
7/7/2007,12:30:00,0.35,0.2,238.13,1.6,0,0,0
7/7/2007,12:31:00,0.35,0.2,237.86,1.6,0,0,0
7/7/2007,12:32:00,0.348,0.2,237.86,1.6,0,0,0
7/7/2007,12:33:00,0.348,0.198,237.47,1.6,0,0,0
7/7/2007,12:34:00,0.366,0.196,237.3,1.8,0,0,0
7/7/2007,12:35:00,0.342,0.194,236.58,1.6,0,0,0
7/7/2007,12:36:00,0.34,0.196,236.91,1.6,0,0,0
7/7/2007,12:37:00,0.34,0.196,236.84,1.6,0,0,0
7/7/2007,12:38:00,0.338,0.194,236.64,1.6,0,0,0
7/7/2007,12:39:00,0.306,0.148,236.67,1.4,0,0,0
7/7/2007,12:40:00,0.27,0.098,237.23,1.2,0,0,0
7/7/2007,12:41:00,0.27,0.1,237.44,1.2,0,0,0
7/7/2007,12:42:00,0.268,0.098,237.64,1.2,0,0,0
