id,release_date,title,vote_average,vote_count
546,2005-12-23,Transamerica,6.9,144
297,1998-11-12,Meet Joe Black,6.9,1147
14299,2008-12-05,Cadillac Records,6.9,86
23479,1976-04-07,The Bad News Bears,6.9,97
10212,1999-03-16,Ravenous,6.9,141
8408,1985-07-19,Day of the Dead,6.9,270
464,2004-09-03,As It Is in Heaven,6.9,42
285,2007-05-19,Pirates of the Caribbean: At World's End,6.9,4500
10712,2002-09-01,Far from Heaven,6.9,144
10220,1998-09-11,Rounders,6.9,439
9741,2000-11-13,Unbreakable,6.9,1946
47452,1997-01-01,Love and Death on Long Island,6.9,11
12281,2004-01-15,Mean Creek,6.9,106
408,1937-12-20,Snow White and the Seven Dwarfs,6.9,1914
36334,1952-03-14,Deadline - U.S.A.,6.9,17
84318,2012-09-28,The Other Dream Team,6.9,7
45380,2006-01-01,Crazy Stone,6.9,22
27585,2010-12-16,Rabbit Hole,6.9,165
59,2005-09-23,A History of Violence,6.9,832
1900,2000-12-27,Traffic,6.9,562
10339,1956-06-27,Moby Dick,6.9,89
188166,2014-04-25,Blue Ruin,6.9,462
35,2007-07-25,The Simpsons Movie,6.9,2264
168,1986-11-25,Star Trek IV: The Voyage Home,6.9,477
1997,2004-04-07,Two Brothers,6.9,180
5176,2007-09-06,3:10 to Yuma,6.9,1188
295886,2015-04-24,Brotherly Love,6.9,21
14278,2005-07-22,Murderball,6.9,23
13776,1982-04-02,Diner,6.9,83
26748,1996-06-21,Lone Star,6.9,77
13809,2008-09-04,RockNRolla,6.9,836
41110,2009-09-05,I Am Love,6.9,73
38810,2009-06-01,Dogtooth,6.9,332
9603,1995-07-19,Clueless,6.9,803
10564,2000-04-27,Where the Heart Is,6.9,155
9303,1996-09-13,Bound,6.9,198
838,1973-08-01,American Graffiti,6.9,324
43539,2010-11-18,The Next Three Days,6.9,905
11446,1995-05-24,Welcome to the Dollhouse,6.9,103
9675,2004-10-22,Sideways,6.9,478
8293,1992-03-13,Howards End,6.9,95
362105,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,6.9,35
35690,2010-03-31,The Last Song,6.9,923
251,1990-07-12,Ghost,6.9,1339
10223,1998-12-11,A Simple Plan,6.9,187
87093,2014-12-24,Big Eyes,6.8,1196
14624,2006-10-20,The Ultimate Gift,6.8,78
924,2004-03-19,Dawn of the Dead,6.8,1016
29963,2009-11-05,Bright Star,6.8,107
327,2000-09-09,Brother,6.8,107
27342,1987-05-01,Malone,6.8,15
11033,1980-06-25,Dressed to Kill,6.8,157
9667,2005-03-04,The Jacket,6.8,455
11831,1997-12-03,Amistad,6.8,316
16620,1987-07-24,La Bamba,6.8,116
9555,2002-02-04,Rabbit-Proof Fence,6.8,84
16162,1999-10-22,The Best Man,6.8,38
9701,2005-02-12,North Country,6.8,125
8068,1995-08-25,Desperado,6.8,881
3291,2005-09-16,"Good Night, and Good Luck.",6.8,273
39486,2010-08-20,Secretariat,6.8,103
254470,2015-05-07,Pitch Perfect 2,6.8,1940
8272,2007-01-19,The Savages,6.8,110
51162,2011-04-13,Winnie the Pooh,6.8,258
67675,2011-08-11,Glee: The Concert Movie,6.8,79
16727,2006-09-02,The Namesake,6.8,50
4170,2007-01-23,Trade,6.8,67
29339,2002-12-27,Nicholas Nickleby,6.8,49
209451,2014-06-05,Jersey Boys,6.8,255
1381,2006-09-06,The Fountain,6.8,827
15394,2003-05-02,Owning Mahowny,6.8,37
3472,2002-09-05,Dirty Pretty Things,6.8,131
25196,2009-12-16,Crazy Heart,6.8,274
9392,2005-07-08,The Descent,6.8,1005
45226,1981-11-13,The Pursuit of D.B. Cooper,6.8,4
1637,1994-06-09,Speed,6.8,1783
1547,1987-07-31,The Lost Boys,6.8,538
272693,2015-02-20,The DUFF,6.8,1322
11109,2004-10-22,Vera Drake,6.8,80
325373,2016-10-02,Two Lovers and a Bear,6.8,27
11022,2002-01-14,Narc,6.8,142
8883,2008-03-25,Flame & Citron,6.8,68
13920,2003-10-24,Radio,6.8,141
9746,1997-12-25,Kundun,6.8,91
24684,2009-10-29,An Education,6.8,409
257932,2014-05-20,Dragon Nest: Warriors' Dawn,6.8,19
138832,2013-08-07,We're the Millers,6.8,2972
18923,2004-07-23,A Home at the End of the World,6.8,45
16323,1979-11-07,The Rose,6.8,28
25379,2004-02-20,The Blue Butterfly,6.8,6
398,2005-09-30,Capote,6.8,384
533,2005-09-04,The Curse of the Were-Rabbit,6.8,643
2293,1995-10-20,Mallrats,6.8,392
9344,1995-07-28,Kids,6.8,279
39013,2010-06-11,Winter's Bone,6.8,565
250124,2015-08-07,The Diary of a Teenage Girl,6.8,279
12228,2005-02-11,Inside Deep Throat,6.8,31
22600,2008-02-11,Gangster's Paradise: Jerusalema,6.8,16
1777,2004-06-25,Fahrenheit 9/11,6.8,397
84175,2012-06-29,Beasts of the Southern Wild,6.8,403
37232,2003-09-09,Travellers and Magicians,6.8,9
256917,2014-12-25,The Water Diviner,6.8,431
7973,2007-07-01,Caramel,6.8,52
90,1984-11-29,Beverly Hills Cop,6.8,961
864,1993-09-30,Cool Runnings,6.8,491
36657,2000-07-13,X-Men,6.8,4097
10445,1993-12-25,Shadowlands,6.8,61
49018,2010-09-13,Insidious,6.8,1737
8265,2008-01-09,Welcome to the Sticks,6.8,615
4012,2001-01-19,The Believer,6.8,151
8009,1986-03-07,Highlander,6.8,624
1090,1999-04-16,The Thirteenth Floor,6.8,378
29406,2008-04-24,Trucker,6.8,16
46729,2005-10-01,Fetching Cody,6.8,6
33667,1947-11-11,Gentleman's Agreement,6.8,47
26672,1993-09-23,The Thief and the Cobbler,6.8,26
72213,2011-09-30,Courageous,6.8,77
157386,2013-08-02,The Spectacular Now,6.8,1048
9427,1997-08-13,The Full Monty,6.8,363
3033,1998-01-21,Gods and Monsters,6.8,81
11129,1999-06-04,Human Traffic,6.8,97
75861,2015-03-13,To Write Love on Her Arms,6.8,47
8841,2008-09-24,The Class,6.8,174
1832,1999-11-12,Dogma,6.8,823
55347,2010-09-11,Beginners,6.8,347
13922,2005-08-12,The Great Raid,6.8,91
42188,2010-09-15,Never Let Me Go,6.8,737
20766,2009-11-25,The Road,6.8,1087
7509,2005-09-08,Water,6.8,34
19265,2009-06-19,Whatever Works,6.8,350
55831,2005-08-05,Boynton Beach Club,6.8,3
9563,1999-12-16,Any Given Sunday,6.8,422
97367,2013-03-20,The Place Beyond the Pines,6.8,1653
9591,1996-10-04,That Thing You Do!,6.8,225
9837,1998-12-15,The Prince of Egypt,6.8,817
19316,2004-09-12,Saving Face,6.8,32
84329,2012-08-16,Robot & Frank,6.8,450
44413,2004-05-06,The Holy Girl,6.8,10
12159,1998-10-02,What Dreams May Come,6.8,577
43266,1941-10-28,How Green Was My Valley,6.8,72
79161,2006-10-18,51 Birch Street,6.8,6
250184,2014-03-29,Locker 13,6.8,3
321697,2015-10-09,Steve Jobs,6.8,1573
10560,2000-05-12,Center Stage,6.8,90
557,2002-05-01,Spider-Man,6.8,5265
56292,2011-12-07,Mission: Impossible - Ghost Protocol,6.8,3972
10218,1996-10-18,Swingers,6.8,253
526,1985-03-27,Ladyhawke,6.8,260
76338,2013-10-29,Thor: The Dark World,6.8,4755
37985,2007-06-15,The Trials Of Darryl Hunt,6.8,4
55420,2011-07-22,Another Earth,6.8,527
5279,2001-11-07,Gosford Park,6.8,246
331745,2014-11-15,Top Spin,6.8,6
340611,2016-07-29,Indignation,6.8,69
222250,2013-09-20,A True Story,6.8,2
68721,2013-04-18,Iron Man 3,6.8,8806
3509,2006-05-25,A Scanner Darkly,6.8,532
14585,1997-01-19,In the Company of Men,6.8,44
334531,2015-11-13,My All American,6.8,36
17345,2003-01-01,Flywheel,6.8,19
228161,2015-03-18,Home,6.8,1519
36658,2003-04-24,X2,6.8,3506
480,2001-08-30,Monsoon Wedding,6.8,57
33870,2009-10-01,Mao's Last Dancer,6.8,28
14295,2000-11-17,You Can Count on Me,6.8,88
754,1997-06-27,Face/Off,6.8,1583
89750,2011-09-11,"Pink Ribbons, Inc.",6.8,6
43884,1936-10-20,The Charge of the Light Brigade,6.8,18
39895,1987-09-25,From a Whisper to a Scream,6.8,15
83860,2011-10-30,October Baby,6.8,35
76492,2012-09-20,Hotel Transylvania,6.8,2566
1535,2001-11-18,Spy Game,6.8,579
24424,2009-09-17,Ajami,6.8,27
644,2001-06-29,A.I. Artificial Intelligence,6.8,1974
10629,2003-07-11,Veronica Guerin,6.8,59
2652,2005-01-14,Hard Candy,6.8,701
3170,1942-08-14,Bambi,6.8,1405
10545,1996-06-21,The Hunchback of Notre Dame,6.8,1129
84332,2012-06-08,Safety Not Guaranteed,6.8,556
36955,1994-07-14,True Lies,6.8,1116
272878,2015-06-26,Max,6.8,276
2024,2000-06-28,The Patriot,6.8,1099
49519,2013-03-20,The Croods,6.8,2399
285923,2007-04-06,Grindhouse,6.8,459
1165,2006-09-15,The Queen,6.8,338
13685,1996-02-21,Bottle Rocket,6.8,281
37950,2010-05-01,Charlie St. Cloud,6.8,566
9282,2003-05-16,11:14,6.8,206
11536,1961-01-01,The Misfits,6.8,72
168672,2013-12-12,American Hustle,6.8,2807
9631,1998-07-29,The Negotiator,6.8,582
77877,2012-04-19,The Lucky One,6.8,946
73532,2011-05-17,Le Havre,6.8,97
65,2002-11-08,8 Mile,6.8,1626
392,2000-12-14,Chocolat,6.8,951
320,2002-05-24,Insomnia,6.8,1148
27936,2009-10-28,Micmacs,6.8,148
9443,1981-05-15,Chariots of Fire,6.8,207
225574,2014-01-26,Non-Stop,6.8,2268
67913,2011-07-07,The Guard,6.8,372
1934,1998-12-11,Shakespeare in Love,6.8,796
9454,1998-07-31,Ever After: A Cinderella Story,6.8,399
21755,2008-09-09,The Brothers Bloom,6.8,203
65749,1998-02-12,Tango,6.8,6
5126,2007-11-02,Martian Child,6.8,79
10217,1997-05-14,The Sweet Hereafter,6.8,103
10876,2000-11-22,Quills,6.8,128
1985,2005-08-31,The Constant Gardener,6.8,417
173,1954-12-23,"20,000 Leagues Under the Sea",6.8,157
8982,2005-08-11,The Protector,6.8,167
9487,1998-11-25,A Bug's Life,6.8,2303
333371,2016-03-10,10 Cloverfield Lane,6.8,2468
7445,2009-01-27,Brothers,6.8,633
16564,2008-11-17,Winter in Wartime,6.8,66
24266,1982-03-02,The Man from Snowy River,6.8,37
109410,2013-04-12,42,6.8,787
2266,2006-05-16,"Paris, je t'aime",6.8,207
13435,2002-12-19,Antwone Fisher,6.7,137
13198,2006-01-24,Wristcutters: A Love Story,6.7,160
65057,2011-09-09,The Descendants,6.7,934
4148,2008-12-19,Revolutionary Road,6.7,796
146304,2013-11-15,The Best Man Holiday,6.7,110
563,1997-11-06,Starship Troopers,6.7,1560
8326,2003-04-18,Holes,6.7,383
11208,2004-09-03,Wicker Park,6.7,157
2253,2008-12-25,Valkyrie,6.7,1173
15708,2003-07-10,Latter Days,6.7,56
11439,2010-02-12,The Ghost Writer,6.7,670
10865,2001-06-02,Atlantis: The Lost Empire,6.7,1224
85446,2012-07-26,Step Up Revolution,6.7,663
150689,2015-03-12,Cinderella,6.7,2374
1946,1999-04-14,eXistenZ,6.7,475
1584,2003-10-03,School of Rock,6.7,1414
43090,2010-04-30,Gunless,6.7,27
10132,1988-12-21,Talk Radio,6.7,46
46989,2002-01-11,Blue Car,6.7,13
1781,2006-01-24,An Inconvenient Truth,6.7,251
11162,2004-09-03,The Merchant of Venice,6.7,144
19997,1953-01-21,Niagara,6.7,79
11013,2002-01-11,Secretary,6.7,376
1412,1989-08-18,"Sex, Lies, and Videotape",6.7,185
44835,2010-01-22,Hesher,6.7,212
5038,2008-08-15,Vicky Cristina Barcelona,6.7,1020
2289,2003-12-24,Cold Mountain,6.7,533
21494,2007-01-31,Moliere,6.7,45
110402,2013-02-27,Hard to Be a God,6.7,41
1833,2005-11-23,Rent,6.7,155
59917,1970-05-27,Cotton Comes to Harlem,6.7,13
954,1996-05-22,Mission: Impossible,6.7,2631
16281,1982-11-12,Creepshow,6.7,226
51052,2011-02-22,Arthur Christmas,6.7,333
291805,2016-06-02,Now You See Me 2,6.7,3235
9798,1998-11-20,Enemy of the State,6.7,1240
1947,2005-09-09,An Unfinished Life,6.7,161
1581,2006-12-08,The Holiday,6.7,1225
48217,2000-01-01,The Widow of Saint-Pierre,6.7,11
244772,2014-01-18,The Skeleton Twins,6.7,292
50837,2011-10-21,Martha Marcy May Marlene,6.7,277
19255,2009-06-05,Away We Go,6.7,189
11876,1995-09-20,The Horseman on the Roof,6.7,25
248774,2014-06-06,Obvious Child,6.7,187
4464,2003-07-22,Seabiscuit,6.7,216
9707,2002-06-09,Bubba Ho-tep,6.7,191
37532,1998-10-07,Slam,6.7,7
1817,2002-09-09,Phone Booth,6.7,1062
10183,2008-08-01,Frozen River,6.7,99
8489,2001-12-11,Ali,6.7,447
13919,2005-06-08,The Chumscrubber,6.7,62
139998,2012-01-23,Supporting Characters,6.7,10
11975,1997-11-18,The Rainmaker,6.7,235
604,2003-05-15,The Matrix Reloaded,6.7,3443
1648,1989-02-17,Bill & Ted's Excellent Adventure,6.7,454
2907,1991-11-22,The Addams Family,6.7,848
118,2005-07-13,Charlie and the Chocolate Factory,6.7,3624
18240,2009-06-01,The Proposal,6.7,1804
11836,2004-11-14,The SpongeBob SquarePants Movie,6.7,574
278927,2016-04-07,The Jungle Book,6.7,2892
411,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629
328425,2015-07-30,The Gift,6.7,1049
9762,2006-08-11,Step Up,6.7,1060
41402,2010-10-01,Let Me In,6.7,641
62177,2012-06-21,Brave,6.7,4641
22947,2009-09-05,Up in the Air,6.7,1205
9647,1988-11-22,Scrooged,6.7,390
2755,2002-12-13,About Schmidt,6.7,362
68726,2013-07-11,Pacific Rim,6.7,4794
72190,2013-06-20,World War Z,6.7,5560
11287,1992-07-01,A League of Their Own,6.7,354
12150,1989-09-15,Sea of Love,6.7,141
13785,2000-09-19,Best in Show,6.7,166
8292,2005-08-11,Four Brothers,6.7,607
558,2004-06-25,Spider-Man 2,6.7,4321
46435,1999-09-03,Topsy-Turvy,6.7,41
9036,2006-02-17,Eight Below,6.7,542
13155,1985-06-21,Return to Oz,6.7,120
12783,2008-09-05,The Duchess,6.7,396
39851,2004-09-01,Clean,6.7,17
226857,2014-02-12,Endless Love,6.7,542
49444,2011-05-25,Kung Fu Panda 2,6.7,1880
10364,1970-06-24,Catch-22,6.7,72
35073,1953-06-13,"The Beast from 20,000 Fathoms",6.7,41
18734,2001-01-20,L.I.E.,6.7,31
21208,2009-07-24,Orphan,6.7,1261
10198,2009-12-08,The Princess and the Frog,6.7,1247
2048,2004-07-15,"I, Robot",6.7,3793
6521,2000-10-13,The Contender,6.7,60
9389,2006-03-16,Renaissance,6.7,77
7305,1993-01-15,Alive,6.7,374
10537,1991-03-01,The Doors,6.7,275
157841,2013-10-16,The Young and Prodigious T.S. Spivet,6.7,232
43434,2010-05-19,Carlos,6.7,50
193613,2013-09-25,Metallica: Through the Never,6.7,83
8193,2004-06-11,Napoleon Dynamite,6.7,554
127560,2013-12-26,The Railway Man,6.7,273
64688,2012-03-12,21 Jump Street,6.7,4074
63574,2012-01-13,Joyful Noise,6.7,33
38055,2010-10-28,Megamind,6.7,1918
17578,2011-10-25,The Adventures of Tintin,6.7,2061
130150,2013-12-27,Labor Day,6.7,299
36811,2009-09-04,The Last Station,6.7,55
107985,2013-07-18,The World's End,6.7,1778
8095,1963-06-12,Cleopatra,6.7,146
2255,1997-04-04,Chasing Amy,6.7,433
11873,1986-10-07,The Color of Money,6.7,291
140300,2016-01-23,Kung Fu Panda 3,6.7,1603
11904,1985-12-04,Young Sherlock Holmes,6.7,167
577,1995-05-20,To Die For,6.7,175
82703,2014-02-07,Mr. Peabody & Sherman,6.7,843
159824,2015-09-21,Hotel Transylvania 2,6.7,1497
174,1991-12-05,Star Trek VI: The Undiscovered Country,6.7,413
27845,1996-10-11,Trees Lounge,6.7,51
8390,2008-02-08,"Definitely, Maybe",6.7,620
26306,1997-01-24,Prefontaine,6.7,21
2112,1999-02-05,Payback,6.7,548
9026,2002-05-17,The Importance of Being Earnest,6.7,127
16995,2009-04-17,State of Play,6.7,484
1988,2007-01-01,A Mighty Heart,6.7,95
62837,2011-09-23,Dolphin Tale,6.7,163
342,2004-09-02,Summer Storm,6.7,59
77174,2012-08-03,ParaNorman,6.7,789
22798,2009-09-13,Whip It,6.7,357
13576,2009-10-28,This Is It,6.7,247
227735,2014-09-12,Dolphin Tale 2,6.7,96
547,1998-05-14,The Horse Whisperer,6.7,292
10970,1976-06-17,Silent Movie,6.7,78
37735,2010-09-10,Easy A,6.7,2210
37003,2007-05-19,U2 3D,6.7,10
44092,2010-09-01,Reign of Assassins,6.7,57
25636,1999-09-05,Jesus' Son,6.7,22
13751,2006-04-28,Akeelah and the Bee,6.7,81
11843,1975-05-21,The Return of the Pink Panther,6.7,137
253412,2015-09-10,Everest,6.7,1772
257,2005-09-23,Oliver Twist,6.7,274
11170,2006-12-12,We Are Marshall,6.7,186
19933,1987-07-09,The Brave Little Toaster,6.7,93
256591,2015-02-25,Focus,6.7,2542
9517,2001-06-15,Bully,6.7,125
72976,2012-11-09,Lincoln,6.7,1429
86838,2012-09-07,Seven Psychopaths,6.7,1206
34152,1994-05-13,Crooklyn,6.7,31
9059,1995-01-13,Tales from the Crypt: Demon Knight,6.7,94
313922,2016-04-15,Green Room,6.7,683
5854,1976-04-09,Family Plot,6.7,86
2604,1989-12-20,Born on the Fourth of July,6.7,395
24420,2009-08-14,The Time Traveler's Wife,6.7,798
25941,2009-11-11,Harry Brown,6.7,348
97630,2012-12-19,Zero Dark Thirty,6.7,1702
110415,2013-08-01,Snowpiercer,6.7,2854
3683,2006-10-18,Flags of Our Fathers,6.7,526
48309,1988-03-04,Prison,6.7,27
34941,1997-06-20,The Last Time I Committed Suicide,6.7,7
454,1996-10-31,Romeo + Juliet,6.7,1374
29262,2005-05-13,The House of Sand,6.7,9
20083,2009-03-22,Shinjuku Incident,6.7,65
276907,2015-09-09,Legend,6.7,973
8195,1998-09-25,Ronin,6.7,658
55787,2011-03-15,Water for Elephants,6.7,850
46146,2010-10-29,Troll Hunter,6.7,583
14256,2006-02-07,Winter Passing,6.7,28
400,1995-12-01,Things to Do in Denver When You're Dead,6.7,85
10530,1995-06-14,Pocahontas,6.7,1457
50839,2011-09-28,Margin Call,6.7,524
10744,2003-01-17,The Cooler,6.7,89
12586,2006-09-09,Bella,6.7,37
9469,1998-05-01,He Got Game,6.7,134
9390,1996-12-06,Jerry Maguire,6.7,913
11543,1996-07-04,Kingpin,6.7,244
1255,2006-07-27,The Host,6.7,537
9839,2003-10-23,Beyond Borders,6.7,110
82507,2012-03-29,Sinister,6.7,1573
11023,2003-08-20,Thirteen,6.7,339
1770,1996-10-25,Michael Collins,6.7,97
11371,2001-07-13,The Score,6.7,423
2288,2004-12-01,Closer,6.7,811
260778,2015-08-14,Vaalu,6.7,5
11042,2003-05-21,The Barbarian Invasions,6.7,77
8699,2004-07-09,Anchorman: The Legend of Ron Burgundy,6.7,1493
4929,1968-07-31,Hang 'em High,6.7,192
957,1987-06-24,Spaceballs,6.7,902
5876,2007-11-21,The Mist,6.7,1399
9451,1999-04-23,Election,6.7,270
1651,1969-06-18,Mississippi Mermaid,6.7,32
744,1986-05-16,Top Gun,6.7,1698
10758,2007-05-25,Waitress,6.7,129
192141,2015-08-26,No Escape,6.7,777
809,2004-05-19,Shrek 2,6.7,2988
10133,2002-10-01,Cypher,6.7,192
16651,2001-04-12,The Other Side of Heaven,6.7,14
602,1996-06-25,Independence Day,6.7,3260
185567,2013-12-04,Zulu,6.7,172
13820,1984-02-20,Repo Man,6.7,144
9533,2002-09-29,Red Dragon,6.7,1115
3877,2007-09-26,Things We Lost in the Fire,6.7,90
9781,1999-08-13,Detroit Rock City,6.7,100
37080,2009-11-07,Mother and Child,6.7,46
9433,1997-09-06,The Edge,6.7,349
11959,1989-07-21,UHF,6.7,89
49530,2011-10-27,In Time,6.7,3417
13510,2008-09-12,Eden Lake,6.7,406
339984,2016-03-17,Miracles from Heaven,6.7,186
2787,2000-02-18,Pitch Black,6.7,1789
11302,1971-04-28,Bananas,6.7,165
198062,2013-07-09,Coffee Town,6.7,45
14353,2008-07-18,Repo! The Genetic Opera,6.7,100
10590,2002-03-01,We Were Soldiers,6.7,521
20653,2008-10-24,Roadside Romeo,6.7,3
21309,1986-08-27,River's Edge,6.7,59
586,1997-12-25,Wag the Dog,6.7,270
32235,2003-01-01,Northfork,6.7,24
107846,2013-10-09,Escape Plan,6.7,1659
19405,2001-01-27,Recess: School's Out,6.6,67
43347,2010-11-22,Love & Other Drugs,6.6,1233
854,1994-07-29,The Mask,6.6,2472
277,2003-09-19,Underworld,6.6,2512
9357,2002-08-21,One Hour Photo,6.6,435
11184,2004-09-04,Kinsey,6.6,131
22971,2010-02-04,Dear John,6.6,1262
253450,2015-08-27,The Assassin,6.6,157
63020,1995-05-12,The Perez Family,6.6,9
19052,1999-11-04,Light It Up,6.6,7
691,1977-07-07,The Spy Who Loved Me,6.6,507
2142,1997-08-15,Cop Land,6.6,382
37137,1991-06-28,The Naked Gun 2½: The Smell of Fear,6.6,546
36819,1981-07-13,Time Bandits,6.6,249
10691,2001-06-29,Crazy/Beautiful,6.6,96
4912,2002-12-30,Confessions of a Dangerous Mind,6.6,275
10998,1987-09-11,Fatal Attraction,6.6,291
11635,2003-02-21,Old School,6.6,541
37056,2010-05-14,Letters to Juliet,6.6,796
9778,2001-10-05,Serendipity,6.6,521
25462,2001-09-07,Two Can Play That Game,6.6,17
14538,2008-04-03,Three Kingdoms: Resurrection of the Dragon,6.6,35
10362,2008-11-19,Two Lovers,6.6,154
9819,1996-12-18,Marvin's Room,6.6,124
4108,2002-10-02,The Transporter,6.6,1692
11967,1988-08-12,Young Guns,6.6,258
8848,2008-02-28,The Bank Job,6.6,697
12404,2009-11-25,Me and Orson Welles,6.6,49
315664,2016-05-06,Florence Foster Jenkins,6.6,392
12763,2006-03-17,Take the Lead,6.6,162
20024,1999-12-03,The End of the Affair,6.6,55
7874,2006-12-08,Black Snake Moan,6.6,243
6973,2007-08-31,In the Valley of Elah,6.6,261
158011,2013-03-14,The Call,6.6,1257
11156,2009-04-22,Coco Before Chanel,6.6,246
10189,2008-08-06,Pineapple Express,6.6,1148
10955,2002-09-02,Ripley's Game,6.6,69
796,1999-03-05,Cruel Intentions,6.6,827
245,2002-04-26,About a Boy,6.6,607
10776,1986-12-19,Little Shop of Horrors,6.6,384
49517,2011-09-16,Tinker Tailor Soldier Spy,6.6,840
47692,1999-11-24,Felicia's Journey,6.6,23
76726,2012-02-01,Chronicle,6.6,1935
9942,1989-02-16,Major League,6.6,217
10655,1993-10-08,Gettysburg,6.6,90
1948,2006-08-31,Crank,6.6,1151
16241,1978-10-05,The Boys from Brazil,6.6,101
3989,2004-10-10,Team America: World Police,6.6,660
41233,2010-08-04,Step Up 3D,6.6,582
12244,2009-08-19,9,6.6,1262
198185,2014-05-09,Million Dollar Arm,6.6,259
3902,2007-10-01,I'm Not There.,6.6,195
913,1999-08-06,The Thomas Crown Affair,6.6,339
11282,2004-05-30,Harold & Kumar Go to White Castle,6.6,693
1858,2007-06-27,Transformers,6.6,4040
20504,2010-01-14,The Book of Eli,6.6,2164
549,1996-08-09,Basquiat,6.6,94
13856,2006-01-30,Special,6.6,32
12079,2002-06-01,Spun,6.6,132
87825,2012-09-21,Trouble with the Curve,6.6,366
13537,2003-11-14,Shattered Glass,6.6,111
17332,2009-04-24,The Soloist,6.6,234
209263,2013-09-18,Enough Said,6.6,348
10873,2000-05-15,Shadow of the Vampire,6.6,148
223485,2015-04-16,Slow West,6.6,367
2163,1997-05-02,Breakdown,6.6,198
10195,2011-04-21,Thor,6.6,6525
46138,2010-09-11,Made in Dagenham,6.6,94
14411,2003-07-02,Sinbad: Legend of the Seven Seas,6.6,372
10288,2006-09-07,Fido,6.6,135
83588,2012-10-12,Middle of Nowhere,6.6,7
11583,1979-01-25,The First Great Train Robbery,6.6,74
712,1994-03-09,Four Weddings and a Funeral,6.6,632
170687,2014-09-10,The Boxtrolls,6.6,668
10226,2003-06-18,High Tension,6.6,271
7980,2009-12-26,The Lovely Bones,6.6,1065
316152,2016-06-24,Free State of Jones,6.6,428
39514,2010-10-13,RED,6.6,2808
8367,1991-06-14,Robin Hood: Prince of Thieves,6.6,909
29146,1968-09-23,Charly,6.6,28
39939,2001-01-18,Super Troopers,6.6,362
9799,2001-06-22,The Fast and the Furious,6.6,3428
131634,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.6,3984
20360,2007-03-27,Namastey London,6.6,29
10027,2005-02-02,Unleashed,6.6,518
43942,2010-10-01,Freakonomics,6.6,36
37233,1993-06-30,The Firm,6.6,501
19644,2003-12-24,Silmido,6.6,28
269057,2014-09-08,Bang Bang Baby,6.6,8
676,2001-05-21,Pearl Harbor,6.6,1791
152747,2013-10-18,All Is Lost,6.6,671
8545,1998-11-05,Little Voice,6.6,61
9659,1979-04-12,Mad Max,6.6,1213
29461,1997-09-26,Soul Food,6.6,19
27191,1952-01-10,The Greatest Show on Earth,6.6,50
46420,2009-09-13,The Loved Ones,6.6,207
13362,2007-04-30,Taxi to the Dark Side,6.6,53
1696,2005-07-22,The Devil's Rejects,6.6,322
78698,2012-02-02,Big Miracle,6.6,152
12573,2009-10-02,A Serious Man,6.6,483
44945,2010-09-10,Trust,6.6,307
24803,2009-08-06,Julie & Julia,6.6,560
11977,1980-07-25,Caddyshack,6.6,365
44896,2011-03-02,Rango,6.6,2051
14517,2005-01-25,Mirrormask,6.6,102
4523,2007-11-20,Enchanted,6.6,1449
9387,1982-04-02,Conan the Barbarian,6.6,650
19204,1981-04-22,The Beyond,6.6,117
131631,2014-11-18,The Hunger Games: Mockingjay - Part 1,6.6,5584
11240,1985-09-07,My Beautiful Laundrette,6.6,51
37686,2011-06-08,Super 8,6.6,2435
4517,2007-09-09,Elizabeth: The Golden Age,6.6,303
26379,2009-12-04,Paa,6.6,19
68818,2011-08-31,Blackthorn,6.6,73
49049,2012-09-07,Dredd,6.6,1940
283708,2014-08-30,Far from Men,6.6,43
364,1992-06-19,Batman Returns,6.6,1673
9476,2001-05-11,A Knight's Tale,6.6,907
12509,2000-09-06,Pollock,6.6,91
1597,2000-10-06,Meet the Parents,6.6,1698
29917,2009-06-19,Exam,6.6,523
62214,2012-10-04,Frankenweenie,6.6,932
5722,1970-07-17,Beyond the Valley of the Dolls,6.6,53
10803,1976-06-23,Logan's Run,6.6,269
13370,2003-04-16,A Mighty Wind,6.6,74
5353,2007-09-03,The Hunting Party,6.6,96
8271,2007-04-12,Disturbia,6.6,1006
8618,2006-10-02,The History Boys,6.6,66
1771,2011-07-22,Captain America: The First Avenger,6.6,7047
35032,1948-06-11,The Pirate,6.6,17
113947,2012-05-02,The Sessions,6.6,179
56930,1947-12-27,Tycoon,6.6,4
39254,2011-09-28,Real Steel,6.6,2692
238636,2014-07-17,The Purge: Anarchy,6.6,1954
920,2006-06-08,Cars,6.6,3877
10786,1976-03-11,Robin and Marian,6.6,50
879,1991-12-11,Hook,6.6,1532
1573,1990-07-02,Die Hard 2,6.6,1896
953,2005-05-25,Madagascar,6.6,3237
188652,2013-04-26,The Ghastly Love of Johnny X,6.6,8
6415,1999-09-27,Three Kings,6.6,692
256924,2015-03-19,Danny Collins,6.6,183
10388,1999-05-15,The Limey,6.6,105
8649,1999-10-22,Bringing Out the Dead,6.6,225
158895,2013-06-28,This Is Martin Bonner,6.6,4
1494,2006-12-21,Curse of the Golden Flower,6.6,203
768,2001-10-19,From Hell,6.6,741
198184,2015-03-04,Chappie,6.6,3062
